"cv_fold","observation_id","y_true","y_pred_mean","y_pred_sd","y_pred_median","y_pred_ci_2.5","y_pred_ci_97.5","y_pred_q25","y_pred_q75","residual","in_ci_95","len_ic_95","adm1_code","adm1_name","Datetime"
0,49,0.58425235748291,0.631091266197622,0.0675032479830414,0.633632509192849,0.489942779915584,0.757965158105598,0.589735206394733,0.677433405905971,0.046838908714712,TRUE,0.268022378190014,900173,"Batha",2023-09-06
0,50,0.575178974696568,0.623803518449923,0.0682943143613151,0.626251819187878,0.482527862735794,0.751014328663248,0.581780928851759,0.670323759423061,0.0486245437533549,TRUE,0.268486465927455,900173,"Batha",2023-09-13
0,51,0.568285271780831,0.628763200022706,0.0685227552823046,0.631597663780002,0.485231374216874,0.755964898306476,0.586960275080918,0.674607046302599,0.0604779282418749,TRUE,0.270733524089602,900173,"Batha",2023-09-20
0,52,0.56657167162214,0.624895043938232,0.0690499816738803,0.627979780412074,0.479986363750384,0.75247661872951,0.581408549554095,0.671578959769919,0.0583233723160921,TRUE,0.272490254979126,900173,"Batha",2023-09-27
0,53,0.560851037161691,0.623203745951568,0.0696179083426032,0.626837991158791,0.477170125893029,0.750563265850929,0.58023935795564,0.670413924719014,0.0623527087898772,TRUE,0.2733931399579,900173,"Batha",2023-10-04
0,54,0.557135974339076,0.618665812090792,0.0705068792943802,0.622778891735268,0.472523029750842,0.748600966500661,0.573507850432922,0.666956577333199,0.0615298377517158,TRUE,0.276077936749819,900173,"Batha",2023-10-11
0,55,0.561874389648438,0.624944952618114,0.0705204465393025,0.628235979722157,0.476049194045353,0.754262816115007,0.580536619419074,0.672914598401921,0.0630705629696761,TRUE,0.278213622069654,900173,"Batha",2023-10-18
0,56,0.57730464390346,0.626702977582643,0.0708508241904437,0.629914205185957,0.475317656388497,0.756888704051333,0.582704115275642,0.675223839115814,0.0493983336791834,TRUE,0.281571047662837,900173,"Batha",2023-10-25
0,57,0.590795865740095,0.614044837739308,0.0724964388002581,0.616672444524023,0.460840487910396,0.746335255162642,0.568559027465537,0.664180546442892,0.0232489719992132,TRUE,0.285494767252246,900173,"Batha",2023-11-01
0,58,0.588051060267857,0.610898577353083,0.0732880472635499,0.613186180347183,0.454971716792268,0.745867937017482,0.56509514012578,0.661548333308488,0.0228475170852258,TRUE,0.290896220225214,900173,"Batha",2023-11-08
0,59,0.592783421107701,0.607321296894605,0.0737847861755225,0.610230169727646,0.447748432925102,0.744293860186929,0.56074102654796,0.657899675536943,0.0145378757869045,TRUE,0.296545427261827,900173,"Batha",2023-11-15
0,60,0.604172079903739,0.611651638741223,0.0742104234556228,0.613778744214642,0.453838059923123,0.746596560196612,0.566261779329688,0.66304496822971,0.00747955883748375,TRUE,0.292758500273488,900173,"Batha",2023-11-22
0,61,0.599228368486677,0.609250448415458,0.0749641709211551,0.612361497478546,0.450844238020331,0.745392963903458,0.561932721485606,0.660780742818054,0.0100220799287815,TRUE,0.294548725883127,900173,"Batha",2023-11-29
0,62,0.60590527670724,0.610241257504783,0.0752221636201697,0.612277975432764,0.448099796823125,0.746970993239242,0.562450977207708,0.661741789562282,0.00433598079754272,TRUE,0.298871196416116,900173,"Batha",2023-12-06
0,63,0.609785063607352,0.615168546823445,0.0752627596984375,0.618014142260791,0.456760251631148,0.749875326286476,0.567719871035718,0.667392274130286,0.00538348321609294,TRUE,0.293115074655328,900173,"Batha",2023-12-13
0,64,0.326494216918945,0.331123248732115,0.063452929063551,0.327682359567232,0.216121869881208,0.465000315362575,0.287842119108221,0.371302370448914,0.00462903181316965,TRUE,0.248878445481367,900175,"Chari Baguirmi",2022-10-05
0,65,0.314851556505476,0.33141784158549,0.0630307250784113,0.327889188230385,0.216809928371647,0.46233891512912,0.289121972550924,0.37099167480033,0.0165662850800145,TRUE,0.245528986757473,900175,"Chari Baguirmi",2022-10-12
0,66,0.306395299094064,0.322198000378334,0.0614648155545506,0.317919192502836,0.211494662769901,0.450476546950552,0.280993060375458,0.361467653794769,0.0158027012842705,TRUE,0.238981884180651,900175,"Chari Baguirmi",2022-10-19
0,67,0.293678790501186,0.324430186426571,0.0611933987374795,0.320024533908887,0.213475041689241,0.453427538849728,0.283101532450526,0.36306003114985,0.0307513959253855,TRUE,0.239952497160487,900175,"Chari Baguirmi",2022-10-26
0,68,0.292299314226423,0.32349226302086,0.0606220636384238,0.319337746145421,0.213371723065387,0.451539173125279,0.282408382166015,0.360781685114821,0.0311929487944367,TRUE,0.238167450059892,900175,"Chari Baguirmi",2022-11-02
0,69,0.294050045013428,0.323905755308617,0.0601914055431186,0.319695423181329,0.215476051719289,0.45025495657008,0.283302196190688,0.360298590735575,0.0298557102951894,TRUE,0.23477890485079,900175,"Chari Baguirmi",2022-11-09
0,70,0.297819990430559,0.340141787311214,0.061492385557947,0.337127073867697,0.229502373207662,0.469437323061362,0.298685278236573,0.378481136032346,0.0423217968806549,TRUE,0.2399349498537,900175,"Chari Baguirmi",2022-11-16
0,71,0.319686633518764,0.361796472486229,0.0628595933927567,0.358899584301555,0.247248021265302,0.493828165641167,0.320743746080441,0.401458010379521,0.0421098389674651,TRUE,0.246580144375864,900175,"Chari Baguirmi",2022-11-23
0,72,0.332048770359584,0.369256780107207,0.063015031945521,0.366348425572688,0.253136186463867,0.502073910096956,0.327834628829003,0.409055830922694,0.0372080097476226,TRUE,0.248937723633089,900175,"Chari Baguirmi",2022-11-30
0,73,0.33237678527832,0.380147989679698,0.0632532353681988,0.376872045521111,0.26258897940575,0.513192125991837,0.338205712453232,0.419709341166403,0.0477712044013772,TRUE,0.250603146586086,900175,"Chari Baguirmi",2022-12-07
0,74,0.356400320870536,0.394785078900891,0.0636848337574359,0.391152593194544,0.275629053501297,0.52782605041252,0.353945062035337,0.434938690856167,0.0383847580303558,TRUE,0.252196996911223,900175,"Chari Baguirmi",2022-12-14
0,75,0.380672694614955,0.415873949551196,0.0644143907606936,0.413329661926521,0.293005162920471,0.547364812880233,0.373891144195962,0.457321752872803,0.035201254936241,TRUE,0.254359649959761,900175,"Chari Baguirmi",2022-12-21
0,76,0.383927928379604,0.436951428900331,0.0647824502619394,0.435026432071686,0.312896947286797,0.56845264224055,0.395708818898534,0.478968959222784,0.0530235005207271,TRUE,0.255555694953753,900175,"Chari Baguirmi",2022-12-28
0,77,0.396883076259068,0.449920710840573,0.0648518248435488,0.44829897708688,0.326394231433873,0.580070900074083,0.409071730145179,0.49192027495344,0.0530376345815051,TRUE,0.253676668640211,900175,"Chari Baguirmi",2023-01-04
0,78,0.414452563694545,0.454113830929471,0.0646691954028646,0.451936241896988,0.328950626267828,0.584129978508511,0.412887509850313,0.496405441183564,0.0396612672349254,TRUE,0.255179352240683,900175,"Chari Baguirmi",2023-01-11
0,79,0.451117046901158,0.479636945161816,0.0650629289505714,0.477465909515216,0.352996705415655,0.609325926688614,0.438948858857817,0.522500449218655,0.0285198982606581,TRUE,0.256329221272958,900175,"Chari Baguirmi",2023-01-18
0,80,0.466825163705008,0.491793672880061,0.0646911250977437,0.490274547412297,0.367000547272674,0.619634510857086,0.450255609086127,0.534232425987277,0.0249685091750529,TRUE,0.252633963584411,900175,"Chari Baguirmi",2023-01-25
0,81,0.471883779253278,0.502790412247074,0.0644314897982539,0.501640598637238,0.378054049372456,0.629293305037956,0.460918574577882,0.545464122579446,0.0309066329937951,TRUE,0.2512392556655,900175,"Chari Baguirmi",2023-02-01
0,82,0.489837793622698,0.516485148500591,0.0642408228794753,0.515772238721263,0.390912609724873,0.644398488840486,0.475359711304286,0.559264490053957,0.0266473548778926,TRUE,0.253485879115613,900175,"Chari Baguirmi",2023-02-08
0,83,0.504783009120396,0.52412231651824,0.0638738101532812,0.523700529912731,0.398645823399665,0.650807503284685,0.482802528132523,0.566206470272518,0.0193393073978437,TRUE,0.25216167988502,900175,"Chari Baguirmi",2023-02-15
0,84,0.505956382751465,0.525667570922155,0.0635304801646224,0.526071020401595,0.401918623086899,0.6522487487949,0.485423100388522,0.568179882792008,0.0197111881706902,TRUE,0.250330125708001,900175,"Chari Baguirmi",2023-02-22
0,85,0.505451458522252,0.534181676184679,0.0632271447214135,0.533429738217749,0.410225793424236,0.660466551858723,0.493820576343606,0.575860950643596,0.0287302176624269,TRUE,0.250240758434487,900175,"Chari Baguirmi",2023-03-01
0,86,0.503262645176479,0.534971513819876,0.0629003721472379,0.534172646214799,0.410843596971442,0.658910718857288,0.494280312976836,0.577240352643784,0.0317088686433968,TRUE,0.248067121885846,900175,"Chari Baguirmi",2023-03-08
0,87,0.504705080304827,0.538300290392043,0.0628801492584293,0.538086566107975,0.413987672261002,0.663738667037074,0.498700650394099,0.580328283055727,0.0335952100872162,TRUE,0.249750994776073,900175,"Chari Baguirmi",2023-03-15
0,88,0.514441844395229,0.542706435694038,0.06266306120167,0.542542171360499,0.420235729979691,0.665724510904195,0.502694331843351,0.583719203788785,0.0282645912988093,TRUE,0.245488780924504,900175,"Chari Baguirmi",2023-03-22
0,89,0.512917164393834,0.542633045139237,0.0625256901544235,0.542697358050966,0.420871686391473,0.665218176617433,0.50201239782695,0.582764369169765,0.0297158807454037,TRUE,0.24434649022596,900175,"Chari Baguirmi",2023-03-29
0,90,0.511440800258091,0.533400851447217,0.0628127927460915,0.533566168415287,0.412311426675687,0.658167908776906,0.492258088661223,0.573931097152376,0.0219600511891257,TRUE,0.245856482101219,900175,"Chari Baguirmi",2023-04-05
0,91,0.507085680280413,0.534546656523197,0.0629362290857211,0.535023873283832,0.412225240942889,0.657987512874431,0.493102311313581,0.575720568698528,0.0274609762427841,TRUE,0.245762271931542,900175,"Chari Baguirmi",2023-04-12
0,92,0.481271373203823,0.505750569386452,0.0632023808051755,0.506202275622863,0.384634104750547,0.633219122506122,0.464631999178893,0.546665009451522,0.0244791961826297,TRUE,0.248585017755575,900175,"Chari Baguirmi",2023-04-19
0,93,0.457448932102748,0.498673520289511,0.0632087877092235,0.498985587417142,0.376708950478472,0.62605194556254,0.458021333491468,0.539006249132514,0.041224588186763,TRUE,0.249342995084069,900175,"Chari Baguirmi",2023-04-26
0,94,0.447530686514718,0.501869030845214,0.063139924945706,0.502050430844243,0.379453539142519,0.62813567453626,0.460223025333596,0.543023138749056,0.0543383443304961,TRUE,0.248682135393741,900175,"Chari Baguirmi",2023-05-03
0,95,0.456125891549247,0.509939678959022,0.0631462726846988,0.510258843952537,0.387335689917708,0.633243432870444,0.467461954450989,0.552465180852147,0.0538137874097754,TRUE,0.245907742952735,900175,"Chari Baguirmi",2023-05-10
0,96,0.456649698529925,0.513897432137021,0.0630006392108376,0.514891894863694,0.391678704993357,0.636727976812437,0.471459738648363,0.555277837833546,0.057247733607096,TRUE,0.24504927181908,900175,"Chari Baguirmi",2023-05-17
0,97,0.44906241280692,0.514948340990034,0.062989035306224,0.515859534694085,0.39206530328497,0.63942678528266,0.473358190185909,0.556350208986462,0.0658859281831143,TRUE,0.24736148199769,900175,"Chari Baguirmi",2023-05-24
0,98,0.465682051522391,0.51814283260162,0.0629412117669548,0.518904735135748,0.39624846205399,0.64287876413138,0.476717804833005,0.559525781408154,0.0524607810792283,TRUE,0.24663030207739,900175,"Chari Baguirmi",2023-05-31
0,99,0.487605165754046,0.529726517167758,0.0627258345076605,0.530062533592585,0.403388446931815,0.65367091812893,0.48977243955285,0.570806892062567,0.0421213514137118,TRUE,0.250282471197115,900175,"Chari Baguirmi",2023-06-07
0,100,0.489871809823172,0.533116078810042,0.0626667869300493,0.533479609276502,0.409075354651286,0.65797380557947,0.492594353397995,0.573771852331172,0.0432442689868695,TRUE,0.248898450928183,900175,"Chari Baguirmi",2023-06-14
0,101,0.492533176967076,0.528746280977371,0.0628014484840955,0.529156095760882,0.402780930068711,0.65314231733007,0.488592995798507,0.569720050566951,0.0362131040102952,TRUE,0.25036138726136,900175,"Chari Baguirmi",2023-06-21
0,102,0.505359360831124,0.52693251292069,0.0631164146230343,0.527143559148423,0.400441142383526,0.652080400675591,0.486718770867931,0.567165539764028,0.0215731520895659,TRUE,0.251639258292066,900175,"Chari Baguirmi",2023-06-28
0,103,0.508801727294922,0.540051045960109,0.0629783206311079,0.54064275370325,0.417281835969706,0.66370570722056,0.499172288077154,0.582836884155752,0.0312493186651875,TRUE,0.246423871250855,900175,"Chari Baguirmi",2023-07-05
0,104,0.502119325910296,0.546864285341672,0.0631771670153175,0.547735527118112,0.419767221819982,0.671488478240148,0.506065576114499,0.589156846949624,0.0447449594313767,TRUE,0.251721256420166,900175,"Chari Baguirmi",2023-07-12
0,105,0.503585275922503,0.56162143462846,0.0628911531971923,0.562971632886398,0.434039022466014,0.683244478083578,0.520833137399333,0.603795378271757,0.0580361587059577,TRUE,0.249205455617564,900175,"Chari Baguirmi",2023-07-19
0,106,0.520806443350656,0.566898796404045,0.0630030198606056,0.568303786526712,0.437089508234318,0.686324966419814,0.526523557503486,0.609661556204713,0.0460923530533893,TRUE,0.249235458185496,900175,"Chari Baguirmi",2023-07-26
0,107,0.532214257376535,0.56641105770617,0.0632417526524412,0.56769004154297,0.438059244263511,0.688130516607795,0.525601905711737,0.608870932420498,0.0341968003296359,TRUE,0.250071272344284,900175,"Chari Baguirmi",2023-08-02
0,108,0.529500776018415,0.558154928892526,0.0638447139249276,0.559640923995679,0.427404661077714,0.680833658387649,0.516898851967871,0.600829552994309,0.0286541528741113,TRUE,0.253428997309936,900175,"Chari Baguirmi",2023-08-09
0,109,0.531503023420061,0.554719107886835,0.0637148801944133,0.555690428909638,0.425471737278442,0.679124660241785,0.513480791274289,0.596868212635918,0.0232160844667733,TRUE,0.253652922963342,900175,"Chari Baguirmi",2023-08-16
0,110,0.540404990059989,0.548615696117664,0.0639978396401737,0.549590537326532,0.418669275376056,0.672590609306225,0.506471456224752,0.590439074077581,0.00821070605767538,TRUE,0.253921333930169,900175,"Chari Baguirmi",2023-08-23
0,111,0.52553660256522,0.537230340402701,0.0644594475782741,0.538425623281267,0.409268065686139,0.661864099265742,0.494204317845197,0.579321108308849,0.0116937378374802,TRUE,0.252596033579603,900175,"Chari Baguirmi",2023-08-30
0,112,0.495640525817871,0.519769792991485,0.0647551976550218,0.52033433631427,0.391788735022261,0.647219810777381,0.476524364742873,0.560471412804369,0.024129267173614,TRUE,0.25543107575512,900175,"Chari Baguirmi",2023-09-06
0,113,0.480863881792341,0.505839597262449,0.0650475923807544,0.507119481912266,0.376163473522491,0.635556703551496,0.462947116087033,0.547806249354209,0.0249757154701081,TRUE,0.259393230029005,900175,"Chari Baguirmi",2023-09-13
0,114,0.469407920837402,0.510018076420786,0.0653249494561543,0.510400546180455,0.380317636158535,0.639415955371699,0.46760987014033,0.552384540234989,0.0406101555833834,TRUE,0.259098319213164,900175,"Chari Baguirmi",2023-09-20
0,115,0.452901763916016,0.511536687720577,0.0656033711151988,0.511913979425081,0.382334230336478,0.641095932540014,0.468328769453889,0.555766084655876,0.0586349238045613,TRUE,0.258761702203536,900175,"Chari Baguirmi",2023-09-27
0,116,0.455739620753697,0.517872764222178,0.0658918456879421,0.51751553294536,0.386308272537109,0.648929997297158,0.475037475045853,0.561509721916062,0.0621331434684807,TRUE,0.26262172476005,900175,"Chari Baguirmi",2023-10-04
0,117,0.456879997253418,0.517281048879729,0.0662046901809297,0.517934379653997,0.38538851086268,0.648778035670454,0.474018522599385,0.560547471484155,0.0604010516263114,TRUE,0.263389524807773,900175,"Chari Baguirmi",2023-10-11
0,118,0.457457765851702,0.521895212976132,0.066392088035619,0.522588168164147,0.389358584266883,0.651761682275823,0.479324632264377,0.564723401109138,0.0644374471244296,TRUE,0.26240309800894,900175,"Chari Baguirmi",2023-10-18
0,119,0.466036562238421,0.523896734097606,0.0668204741312322,0.524380976327943,0.391911525237189,0.653334460522937,0.480588092299634,0.566726752082983,0.0578601718591852,TRUE,0.261422935285748,900175,"Chari Baguirmi",2023-10-25
0,120,0.470332821437291,0.519001788021037,0.0674321340695314,0.519890238879701,0.386357252493729,0.651393070032827,0.474370107336533,0.562372520815601,0.0486689665837465,TRUE,0.265035817539097,900175,"Chari Baguirmi",2023-11-01
0,121,0.464219376700265,0.519655383726687,0.0679765496128003,0.521223797450402,0.387685101076066,0.653439282304087,0.475021857005842,0.563822291556928,0.0554360070264221,TRUE,0.26575418122802,900175,"Chari Baguirmi",2023-11-08
0,122,0.462278589521136,0.518846717527779,0.0685411874341458,0.520328642819203,0.38388623154847,0.650968463001218,0.474510157983251,0.563976870563358,0.0565681280066438,TRUE,0.267082231452747,900175,"Chari Baguirmi",2023-11-15
0,123,0.463332988194057,0.522251911323659,0.068912182308973,0.523836092023779,0.38454045673609,0.653622475440693,0.476472836683145,0.568571470144646,0.0589189231296022,TRUE,0.269082018704603,900175,"Chari Baguirmi",2023-11-22
0,124,0.475080555507115,0.517108254969645,0.0694792994362066,0.51743918621807,0.379148448751628,0.652848190321298,0.470696266172099,0.563850637938651,0.0420276994625297,TRUE,0.273699741569671,900175,"Chari Baguirmi",2023-11-29
0,125,0.504942398071289,0.527253645308059,0.0699932759678818,0.528161597885056,0.387639186535748,0.661452074284646,0.481460459358983,0.57424202187259,0.0223112472367698,TRUE,0.273812887748897,900175,"Chari Baguirmi",2023-12-06
0,126,0.525548646109445,0.542193768412046,0.0701446881548462,0.543151614007504,0.402053550792527,0.676815225479629,0.495879369482082,0.589287469313119,0.0166451223026014,TRUE,0.274761674687102,900175,"Chari Baguirmi",2023-12-13
0,127,0.368186874389648,0.355034234470632,0.0665022902934139,0.352497478373716,0.235164512466013,0.49581704211221,0.309404917544577,0.398611107855902,-0.0131526399190161,TRUE,0.260652529646197,900179,"Hadjer Lamis",2022-10-05
0,128,0.374626023428781,0.355967251099547,0.0660357531199861,0.353072173221848,0.237366916711875,0.495971009236937,0.309028661793886,0.398636037718984,-0.0186587723292339,TRUE,0.258604092525062,900179,"Hadjer Lamis",2022-10-12
0,129,0.377004874093192,0.349361413073655,0.0650518370289899,0.346134757435826,0.231891260085378,0.487559177678278,0.304270517334609,0.391605486833738,-0.0276434610195367,TRUE,0.2556679175929,900179,"Hadjer Lamis",2022-10-19
0,130,0.380612351553781,0.349381463445259,0.0648186701873849,0.34655459040142,0.233971485729206,0.485407728159532,0.304770351314884,0.391446396464924,-0.0312308881085219,TRUE,0.251436242430326,900179,"Hadjer Lamis",2022-10-26
0,131,0.39817816053118,0.35234771056871,0.0645327728409439,0.348998440390795,0.236018008416375,0.488323341606529,0.308000298099149,0.394140746867757,-0.0458304499624703,TRUE,0.252305333190154,900179,"Hadjer Lamis",2022-11-02
0,132,0.401846831185477,0.354491129725956,0.0642316789920569,0.351639813767027,0.238023402454063,0.490061930138287,0.310190649716339,0.396591644213226,-0.0473557014595217,TRUE,0.252038527684225,900179,"Hadjer Lamis",2022-11-09
0,133,0.404204542977469,0.373997994162736,0.0651686232778078,0.371692843756856,0.254258950211487,0.510961536092679,0.329240502015745,0.417344022858204,-0.0302065488147333,TRUE,0.256702585881191,900179,"Hadjer Lamis",2022-11-16
0,134,0.428417728969029,0.400935092585681,0.0662401720659871,0.398774560119366,0.279478092733302,0.536050798816271,0.355726080194316,0.444529481585113,-0.0274826363833485,TRUE,0.256572706082969,900179,"Hadjer Lamis",2022-11-23
0,135,0.447785164969308,0.411601336040601,0.0663472048433153,0.410235266860449,0.28947962083281,0.548291066555316,0.365812447859234,0.455635414830777,-0.0361838289287071,TRUE,0.258811445722506,900179,"Hadjer Lamis",2022-11-30
0,136,0.472753159659249,0.421332804271827,0.0662253632249146,0.419551148591492,0.296698178483256,0.554810455921797,0.37652811741787,0.464907712280058,-0.0514203553874227,TRUE,0.258112277438541,900179,"Hadjer Lamis",2022-12-07
0,137,0.494639380318778,0.436025212763313,0.066684991761771,0.435038296435222,0.309535475778351,0.570800878682272,0.391070333811596,0.480205628394684,-0.0586141675554644,TRUE,0.261265402903921,900179,"Hadjer Lamis",2022-12-14
0,138,0.516203825814383,0.45068719997778,0.0669354336234682,0.449518175811071,0.322890274652897,0.583679165689317,0.405550179740216,0.495221641728545,-0.0655166258366032,TRUE,0.26078889103642,900179,"Hadjer Lamis",2022-12-21
0,139,0.549963035583496,0.464452661066032,0.0667427785767759,0.463250029306428,0.337173439698861,0.597225557850357,0.419394640038061,0.508745649248162,-0.0855103745174638,TRUE,0.260052118151497,900179,"Hadjer Lamis",2022-12-28
0,140,0.571591464451381,0.482376777690802,0.0665034703063678,0.480897088019082,0.352576040803748,0.61358217216889,0.438805068527277,0.525819523149544,-0.0892146867605793,TRUE,0.261006131365142,900179,"Hadjer Lamis",2023-01-04
0,141,0.595801217215402,0.488696914236637,0.0658606367506237,0.48712303809634,0.35987597400093,0.619905658797557,0.445875171816234,0.531505257501426,-0.107104302978765,TRUE,0.260029684796627,900179,"Hadjer Lamis",2023-01-11
0,142,0.629248744419643,0.509351058800507,0.0655195106476564,0.509593493341608,0.379673481038289,0.638954128652042,0.466270943239517,0.553110342347929,-0.119897685619136,TRUE,0.259280647613753,900179,"Hadjer Lamis",2023-01-18
0,143,0.641427993774414,0.517716357243811,0.0652741646716189,0.518406632495285,0.387841070378558,0.646319680929363,0.474602130130392,0.561248603315751,-0.123711636530603,TRUE,0.258478610550805,900179,"Hadjer Lamis",2023-01-25
0,144,0.645583376203265,0.525444259150331,0.0648753329158289,0.525264647498855,0.396042861930705,0.653177062058258,0.483705499425643,0.568429279393836,-0.120139117052934,TRUE,0.257134200127553,900179,"Hadjer Lamis",2023-02-01
0,145,0.672178628104074,0.536310469561556,0.0644629989398402,0.537294426961911,0.404589260171294,0.661778297456514,0.494588377703007,0.577928657283156,-0.135868158542517,FALSE,0.25718903728522,900179,"Hadjer Lamis",2023-02-08
0,146,0.692020688738142,0.54125938011493,0.0642795702311513,0.542027915892796,0.410121486755054,0.663047221795106,0.499774149059749,0.583601011537551,-0.150761308623212,FALSE,0.252925735040052,900179,"Hadjer Lamis",2023-02-15
0,147,0.678572060721261,0.541195993460685,0.063957497393662,0.541804626269709,0.41135157762692,0.662941278083697,0.500481673437715,0.582907669497906,-0.137376067260576,FALSE,0.251589700456778,900179,"Hadjer Lamis",2023-02-22
0,148,0.68010374886649,0.54969072437108,0.0635659685105015,0.55034648405905,0.420049640595964,0.670601622709242,0.508187195158189,0.592144560847051,-0.13041302449541,FALSE,0.250551982113279,900179,"Hadjer Lamis",2023-03-01
0,149,0.680540368216378,0.551457516781248,0.0635600200908384,0.552245651400882,0.418749402457345,0.672156050581507,0.510429966844293,0.594351403573104,-0.129082851435131,FALSE,0.253406648124162,900179,"Hadjer Lamis",2023-03-08
0,150,0.691582674298968,0.556174714042437,0.0636653904531548,0.556790640161407,0.424382428569504,0.678390623397977,0.5148415390871,0.599439920653671,-0.135407960256531,FALSE,0.254008194828473,900179,"Hadjer Lamis",2023-03-15
0,151,0.673845247541155,0.561957644623991,0.0634066894942787,0.563411457381386,0.432211049897381,0.682971223818667,0.521637351236977,0.604167944968432,-0.111887602917164,TRUE,0.250760173921286,900179,"Hadjer Lamis",2023-03-22
0,152,0.659535042898996,0.564856202097306,0.0631331734243107,0.565497160794986,0.436126092256046,0.684980855791003,0.525413363930846,0.607031232000983,-0.0946788408016893,TRUE,0.248854763534957,900179,"Hadjer Lamis",2023-03-29
0,153,0.631685605730329,0.552963815494868,0.0632573746654508,0.553611834083709,0.424511787166399,0.672729541752771,0.512902250979734,0.595322029705402,-0.0787217902354616,TRUE,0.248217754586372,900179,"Hadjer Lamis",2023-04-05
0,154,0.618772365025112,0.55537018289609,0.0632513732611717,0.555887593321775,0.427913436687301,0.67485503223111,0.514645943076582,0.597433092736651,-0.0634021821290218,TRUE,0.246941595543809,900179,"Hadjer Lamis",2023-04-12
0,155,0.598165043422154,0.531556644529107,0.0637446533861438,0.532164887430915,0.40603709409615,0.651766700967608,0.490926969464201,0.573445480183502,-0.0666083988930471,TRUE,0.245729606871458,900179,"Hadjer Lamis",2023-04-19
0,156,0.579160428728376,0.521587131224632,0.063827272409691,0.522442407040797,0.396639966172029,0.644752299472626,0.481055674371874,0.563871928623594,-0.0575732975037438,TRUE,0.248112333300597,900179,"Hadjer Lamis",2023-04-26
0,157,0.586868264334542,0.522832823911084,0.0636107787223503,0.523942801866401,0.396545823803135,0.64427192692118,0.481967474719472,0.564567082390303,-0.0640354404234582,TRUE,0.247726103118044,900179,"Hadjer Lamis",2023-05-03
0,158,0.590826574053083,0.534232597210666,0.0633688322007564,0.535084899233717,0.408459138928637,0.65468889344306,0.493184251085271,0.575710794097402,-0.0565939768424173,TRUE,0.246229754514423,900179,"Hadjer Lamis",2023-05-10
0,159,0.613098569597517,0.538245520599579,0.0633489802605876,0.540305488123808,0.412210527329123,0.661036025699727,0.496873095765543,0.580167748080604,-0.074853048997938,TRUE,0.248825498370604,900179,"Hadjer Lamis",2023-05-17
0,160,0.632458975655692,0.536861491991919,0.0635322286382736,0.538162253526199,0.409824278514231,0.659337789479712,0.495502691295503,0.579894787404456,-0.0955974836637727,TRUE,0.249513510965481,900179,"Hadjer Lamis",2023-05-24
0,161,0.636688788277762,0.532544644528359,0.0633563641156564,0.533362977578755,0.405725183663238,0.653773750870987,0.491532572292126,0.57482882846325,-0.104144143749403,TRUE,0.248048567207749,900179,"Hadjer Lamis",2023-05-31
0,162,0.627361995152065,0.543905073275823,0.0631442358847708,0.545039459493208,0.416841856738535,0.664389897695315,0.502537400154554,0.58700169097583,-0.0834569218762417,TRUE,0.24754804095678,900179,"Hadjer Lamis",2023-06-07
0,163,0.612203499930246,0.551622585650889,0.0629555070667321,0.551993653251366,0.427098069641307,0.671363889283269,0.511000703335387,0.594211143201332,-0.0605809142793566,TRUE,0.244265819641962,900179,"Hadjer Lamis",2023-06-14
0,164,0.624138363429478,0.54766736631238,0.063042327061763,0.548518064519447,0.422614242150644,0.668006319751583,0.506377759130552,0.590197572535091,-0.076470997117098,TRUE,0.245392077600939,900179,"Hadjer Lamis",2023-06-21
0,165,0.60290157863072,0.544847835676715,0.0630643553677578,0.546660145951603,0.419868354779893,0.666533878905216,0.503823582526369,0.587137009345537,-0.0580537429540049,TRUE,0.246665524125323,900179,"Hadjer Lamis",2023-06-28
0,166,0.628073741367885,0.555433339156302,0.0631445425072115,0.556881070093658,0.428341026323719,0.675155756213799,0.514102934749753,0.598414929997078,-0.0726404022115827,TRUE,0.24681472989008,900179,"Hadjer Lamis",2023-07-05
0,167,0.625294712611607,0.557860389433419,0.0633922145300122,0.559513416639029,0.430882987482931,0.677833661302278,0.516687392735182,0.600767108828723,-0.0674343231781885,TRUE,0.246950673819347,900179,"Hadjer Lamis",2023-07-12
0,168,0.636147771562849,0.567105729589976,0.0632994148404872,0.569671756417696,0.439287737509567,0.688613750409253,0.52569025436957,0.609487246491579,-0.0690420419728727,TRUE,0.249326012899686,900179,"Hadjer Lamis",2023-07-19
0,169,0.657394714355469,0.572475425909082,0.0634551874833568,0.574200565923096,0.443525907759739,0.693299346480397,0.53143462337474,0.614677760162431,-0.0849192884463864,TRUE,0.249773438720658,900179,"Hadjer Lamis",2023-07-26
0,170,0.643256530761719,0.570344288006475,0.0637352938902352,0.573118155120352,0.442551592898958,0.692525303029559,0.528736796415844,0.612847397080893,-0.0729122427552437,TRUE,0.2499737101306,900179,"Hadjer Lamis",2023-08-02
0,171,0.618816659109933,0.56146886697521,0.064212344340703,0.563229887644841,0.431429555315484,0.684146320029593,0.52005419299721,0.60419571649448,-0.0573477921347226,TRUE,0.252716764714109,900179,"Hadjer Lamis",2023-08-09
0,172,0.595348330906459,0.559581779572988,0.0642441956067574,0.561350509812748,0.43004913644475,0.684109954657339,0.518430944589747,0.603155763408071,-0.0357665513334711,TRUE,0.254060818212589,900179,"Hadjer Lamis",2023-08-16
